Provisional Final Fantasy IV ROM Map

Last Updated: 2024-05-15 16:06:36 UTC

The following is a provisional ROM map of Final Fantasy IV. It is currently
automatically generated from the source files of an incomplete disassembly of
the game. As such, things may be mislabeled or otherwise incorrect. Use this
information at your own risk. Here is a brief description of each field:

Label           A descriptive-ish name given to the region of code or data. May
                or may not be specific enough to accurately describe the region.
                Labels prefixed by underscores are subroutines expected to be
                used within the same bank (JSR/RTS). Other subroutines should be
                accessed with JSL/RTL. Most data blocks are suffixed with _data,
                but there are some scragglers that slipped through. Labels that
                start with CODE_ or DATA_ are ones that I have not bothered to
                accurately label yet beyond their use as code or data.

Mapped Address  The address of the region as accessed on the SNES system bus.
                Unless you have a particularly good reason (editing a file
                directly in a hex editor), you should always be use this
                address, as any written pointers will need to be written in
                this form anyway.

Binary Address  The address of the region in the actual ROM dump. As far as the
                game itself is concerned, this address does not exist. It is
                primarily useful for direct hex editing, but its use should
                otherwise be limited.

Type            A vague description of what this region contains.

Size            The size of the region in bytes. Do note that since a single
                logical region can occasionally have multiple labels, this value
                is not necessarily accurate.

+-----------------------------------------------------------------------+---------------------+-------------------+---------+--------+
|                                 Label                                 |   Mapped Address    |  Binary Address   |  Type   |  Size  |
| _load_npcs                                                            | $00:BE89 - $00:C003 | $003E89 - $004003 | Code    |    379 |
| _load_npc_field_sprite_palette                                        | $00:C004 - $00:C034 | $004004 - $004034 | Code    |     49 |
| _init_sprite_positioning                                              | $00:C035 - $00:C044 | $004035 - $004044 | Code    |     16 |
| _clear_sprite_position                                                | $00:C045 - $00:C052 | $004045 - $004052 | Code    |     14 |
| _get_field_sprite_positioning_bounded                                 | $00:C053 - $00:C06F | $004053 - $00406F | Code    |     29 |
| _get_field_sprite_positioning                                         | $00:C070 - $00:C08C | $004070 - $00408C | Code    |     29 |
| _update_field_sprite_positioning                                      | $00:C08D - $00:C09C | $00408D - $00409C | Code    |     16 |
| _get_field_sprite_positioning_index                                   | $00:C09D - $00:C0B6 | $00409D - $0040B6 | Code    |     26 |
| _copy_npc_field_sprite_to_vram                                        | $00:C0B7 - $00:C0D2 | $0040B7 - $0040D2 | Code    |     28 |
| _copy_field_sprite_to_vram                                            | $00:C0D3 - $00:C136 | $0040D3 - $004136 | Code    |    100 |
| _check_npc_visible                                                    | $00:C137 - $00:C16F | $004137 - $00416F | Code    |     57 |
| _get_field_rng                                                        | $00:C170 - $00:C17B | $004170 - $00417B | Code    |     12 |
| _decode_event_opcode_custom_effect                                    | $00:C17C - $00:C194 | $00417C - $004194 | Code    |     25 |
| decode_event_opcode_custom_effect_pointer_data                        | $00:C195 - $00:C216 | $004195 - $004216 | Data    |    130 |
| _decode_event_opcode_custom_effect_everybody_swoon_but_cecil          | $00:C217 - $00:C245 | $004217 - $004245 | Code    |     47 |
| _decode_event_opcode_custom_effect_reset                              | $00:C246 - $00:C257 | $004246 - $004257 | Code    |     18 |
| _decode_event_opcode_custom_effect_audio_fade_quiet_slow              | $00:C258 - $00:C25D | $004258 - $00425D | Code    |      6 |
| _audio_fade_quiet_slow                                                | $00:C25E - $00:C267 | $00425E - $004267 | Code    |     10 |
| _decode_event_opcode_custom_effect_audio_fade_normal_slow             | $00:C268 - $00:C26D | $004268 - $00426D | Code    |      6 |
| _audio_fade_normal_slow                                               | $00:C26E - $00:C277 | $00426E - $004277 | Code    |     10 |
| _decode_event_opcode_custom_effect_enterprise_left_dive               | $00:C278 - $00:C2B7 | $004278 - $0042B7 | Code    |     64 |
| _decode_event_opcode_custom_effect_ending_legend                      | $00:C2B8 - $00:C2C5 | $0042B8 - $0042C5 | Code    |     14 |
| _decode_event_opcode_custom_effect_ending_moon                        | $00:C2C6 - $00:C2D3 | $0042C6 - $0042D3 | Code    |     14 |
| _decode_event_opcode_custom_effect_ending_credits                     | $00:C2D4 - $00:C2E1 | $0042D4 - $0042E1 | Code    |     14 |
| _enable_interrupts_and_init_ppu                                       | $00:C2E2 - $00:C2F4 | $0042E2 - $0042F4 | Code    |     19 |
| _decode_event_opcode_custom_effect_babil_explosions                   | $00:C2F5 - $00:C358 | $0042F5 - $004358 | Code    |    100 |
| babil_explosion_x_coordinate_data                                     | $00:C359 - $00:C35D | $004359 - $00435D | Data    |      5 |
| babil_explosion_y_coordinate_data                                     | $00:C35E - $00:C362 | $00435E - $004362 | Data    |      5 |
| babil_explosion_y_coordinate_base_data                                | $00:C363 - $00:C364 | $004363 - $004364 | Data    |      2 |
| _decode_event_opcode_custom_effect_agart_telescope                    | $00:C365 - $00:C41E | $004365 - $00441E | Code    |    186 |
| _draw_moon_and_stars                                                  | $00:C41F - $00:C457 | $00441F - $004457 | Code    |     57 |
| _decode_event_opcode_custom_effect_sight                              | $00:C458 - $00:C4B7 | $004458 - $0044B7 | Code    |     96 |
| _decode_event_opcode_custom_effect_legend                             | $00:C4B8 - $00:C602 | $0044B8 - $004602 | Code    |    331 |
| _decode_event_opcode_custom_effect_big_whale_to_moon                  | $00:C603 - $00:C629 | $004603 - $004629 | Code    |     39 |
| _decode_event_opcode_custom_effect_hide_enterprise                    | $00:C62A - $00:C62F | $00462A - $00462F | Code    |      6 |
| _decode_event_opcode_custom_effect_big_whale_earth_moon_travel        | $00:C630 - $00:C633 | $004630 - $004633 | Code    |      4 |
| _decode_event_opcode_custom_effect_fly_big_whale                      | $00:C634 - $00:C656 | $004634 - $004656 | Code    |     35 |
| _decode_event_opcode_custom_effect_big_whale_to_earth_eblan           | $00:C657 - $00:C684 | $004657 - $004684 | Code    |     46 |
| _decode_event_opcode_custom_effect_giant_attacking                    | $00:C685 - $00:C6D5 | $004685 - $0046D5 | Code    |     81 |
| _fill_palettes_10_11_white                                            | $00:C6D6 - $00:C6E7 | $0046D6 - $0046E7 | Code    |     18 |
| _draw_giant_of_babil_attacking                                        | $00:C6E8 - $00:C766 | $0046E8 - $004766 | Code    |    127 |
| circular_explosion_coordinate_data                                    | $00:C767 - $00:C786 | $004767 - $004786 | Data    |     32 |
| _giant_take_two_steps_south                                           | $00:C787 - $00:C81C | $004787 - $00481C | Code    |    150 |
| _decode_event_opcode_custom_effect_giant_tanks_approach               | $00:C81D - $00:C87C | $00481D - $00487C | Code    |     96 |
| _draw_giant_of_babil_tanks                                            | $00:C87D - $00:C896 | $00487D - $004896 | Code    |     26 |
| _decode_event_opcode_custom_effect_giant_airships_approach            | $00:C897 - $00:C8E9 | $004897 - $0048E9 | Code    |     83 |
| _init_giant_targeted_explosion                                        | $00:C8EA - $00:C911 | $0048EA - $004911 | Code    |     40 |
| _decode_event_opcode_custom_effect_giant_explosions                   | $00:C912 - $00:C95A | $004912 - $00495A | Code    |     73 |
| giant_tanks_airships_battle_explosion_coordinates_data                | $00:C95B - $00:C962 | $00495B - $004962 | Data    |      8 |
| giant_tanks_airships_battle_explosion_size_data                       | $00:C963 - $00:C96A | $004963 - $00496A | Data    |      8 |
| _decode_event_opcode_custom_effect_giant_airship_land_whale           | $00:C96B - $00:C9B4 | $00496B - $0049B4 | Code    |     74 |
| _init_giant_tanks_airships_battle                                     | $00:C9B5 - $00:C9E0 | $0049B5 - $0049E0 | Code    |     44 |
| _giant_update_vehicle_shadow_coordinates                              | $00:C9E1 - $00:CA1C | $0049E1 - $004A1C | Code    |     60 |
| _decode_event_opcode_custom_effect_giant_airship_fly_left             | $00:CA1D - $00:CA68 | $004A1D - $004A68 | Code    |     76 |
| _decode_event_opcode_custom_effect_giant_airship_to_giant             | $00:CA69 - $00:CAB7 | $004A69 - $004AB7 | Code    |     79 |
| _draw_giant_of_babil_battle_sprites                                   | $00:CAB8 - $00:CADF | $004AB8 - $004ADF | Code    |     40 |
| _giant_tanks_airships_battle_next_frame                               | $00:CAE0 - $00:CAE9 | $004AE0 - $004AE9 | Code    |     10 |
| _load_giant_of_babil_palette                                          | $00:CAEA - $00:CB01 | $004AEA - $004B01 | Code    |     24 |
| _draw_giant_of_babil                                                  | $00:CB02 - $00:CB2F | $004B02 - $004B2F | Code    |     46 |
| _decode_event_opcode_custom_effect_giant_explosion                    | $00:CB30 - $00:CB7B | $004B30 - $004B7B | Code    |     76 |
| _decode_event_opcode_custom_effect_big_whale_whirlpool_intro          | $00:CB7C - $00:CB92 | $004B7C - $004B92 | Code    |     23 |
| _decode_event_opcode_custom_effect_big_whale_whirlpool_descent        | $00:CB93 - $00:CBED | $004B93 - $004BED | Code    |     91 |
| _decode_event_opcode_custom_effect_big_whale_whirlpool_raising        | $00:CBEE - $00:CC3C | $004BEE - $004C3C | Code    |     79 |
| _big_whale_whirlpool_draw_splash                                      | $00:CC3D - $00:CC66 | $004C3D - $004C66 | Code    |     42 |
| _big_whale_cycle_palette                                              | $00:CC67 - $00:CC8A | $004C67 - $004C8A | Code    |     36 |
| big_whale_strobe_palette_data                                         | $00:CC8B - $00:CC9A | $004C8B - $004C9A | Data    |     16 |
| _decode_event_opcode_custom_effect_big_whale_whirlpool_finish         | $00:CC9B - $00:CD0F | $004C9B - $004D0F | Code    |    117 |
| _initialize_big_whale_whirlpool                                       | $00:CD10 - $00:CD2B | $004D10 - $004D2B | Code    |     28 |
| _big_whale_whirlpool_next_frame                                       | $00:CD2C - $00:CD3B | $004D2C - $004D3B | Code    |     16 |
| _decode_event_opcode_custom_effect_undo_map_history                   | $00:CD3C - $00:CD47 | $004D3C - $004D47 | Code    |     12 |
| _decode_event_opcode_custom_effect_move_enterprise_to_baron           | $00:CD48 - $00:CD5A | $004D48 - $004D5A | Code    |     19 |
| _decode_event_opcode_custom_effect_move_enterprise_to_dwarf_castle    | $00:CD5B - $00:CD6D | $004D5B - $004D6D | Code    |     19 |
| _decode_event_opcode_custom_effect_baron_antechamber_shrink_1         | $00:CD6E - $00:CD86 | $004D6E - $004D86 | Code    |     25 |
| _decode_event_opcode_custom_effect_baron_antechamber_shrink_2         | $00:CD87 - $00:CD96 | $004D87 - $004D96 | Code    |     16 |
| _decode_event_opcode_custom_effect_baron_antechamber_shrink_3         | $00:CD97 - $00:CDA6 | $004D97 - $004DA6 | Code    |     16 |
| _set_bg2_vertical_scroll_value_minus_16                               | $00:CDA7 - $00:CDB9 | $004DA7 - $004DB9 | Code    |     19 |
| _decode_event_opcode_custom_effect_leviatan_swallows_ship             | $00:CDBA - $00:CEA0 | $004DBA - $004EA0 | Code    |    231 |
| _decode_event_opcode_custom_effect_leviatan_rises                     | $00:CEA1 - $00:CF5B | $004EA1 - $004F5B | Code    |    187 |
| _decode_event_opcode_custom_effect_leviatan_tail                      | $00:CF5C - $00:CFBD | $004F5C - $004FBD | Code    |     98 |
| leviatan_tail_sprite_y_coordinate_data                                | $00:CFBE - $00:CFCD | $004FBE - $004FCD | Data    |     16 |
| _whirlpool_wait_for_next_frame                                        | $00:CFCE - $00:CFDA | $004FCE - $004FDA | Code    |     13 |
| _init_whirlpool_leviatan                                              | $00:CFDB - $00:D00A | $004FDB - $00500A | Code    |     48 |
| _load_whirlpool_leviatan_palettes                                     | $00:D00B - $00:D025 | $00500B - $005025 | Code    |     27 |
| _draw_whirlpool_sprite                                                | $00:D026 - $00:D081 | $005026 - $005081 | Code    |     92 |
| _whirlpool_cycle_palette                                              | $00:D082 - $00:D0B9 | $005082 - $0050B9 | Code    |     56 |
| _decode_event_opcode_custom_effect_enable_ship                        | $00:D0BA - $00:D0C7 | $0050BA - $0050C7 | Code    |     14 |
| _decode_event_opcode_custom_effect_map_history_pop                    | $00:D0C8 - $00:D0D8 | $0050C8 - $0050D8 | Code    |     17 |
| _decode_event_opcode_custom_effect_map_history_reset                  | $00:D0D9 - $00:D0E4 | $0050D9 - $0050E4 | Code    |     12 |
| _map_history_change_map                                               | $00:D0E5 - $00:D136 | $0050E5 - $005136 | Code    |     82 |
| _decode_event_opcode_custom_effect_set_tent_cabin_sprite              | $00:D137 - $00:D169 | $005137 - $005169 | Code    |     51 |
| _decode_event_opcode_custom_effect_prologue                           | $00:D16A - $00:D253 | $00516A - $005253 | Code    |    234 |
